ID,Indikator,Zuercher_Daten,Minimalwert,Maximalwert,Messjahr,Stadt,Indexwert,zuerich_binary
H&A.6,Rekrutierungsschwierigkeiten,Nein,10.71428571,26.78571429,2021,Stockholm,21.42857143,FALSE
H&A.6,Rekrutierungsschwierigkeiten,Nein,10.71428571,26.78571429,2021,Median_der_5_Vergleichsregionen,19.64285714,FALSE
B.1,Anteil Top-Universitäten pro Einwohner,Nein,15.66850668,66.55062241,2023,Zuerich,100,TRUE
B.1,Anteil Top-Universitäten pro Einwohner,Nein,15.66850668,66.55062241,2023,Median_aller_Regionen,4.682166464,FALSE
B.1,Anteil Top-Universitäten pro Einwohner,Nein,15.66850668,66.55062241,2023,Muenchen,15.66850668,FALSE
B.1,Anteil Top-Universitäten pro Einwohner,Nein,15.66850668,66.55062241,2023,Dublin,44.35519387,FALSE
B.1,Anteil Top-Universitäten pro Einwohner,Nein,15.66850668,66.55062241,2023,Amsterdam,49.66968835,FALSE
B.1,Anteil Top-Universitäten pro Einwohner,Nein,15.66850668,66.55062241,2023,London,54.79862989,FALSE
B.1,Anteil Top-Universitäten pro Einwohner,Nein,15.66850668,66.55062241,2023,Stockholm,66.55062241,FALSE
B.1,Anteil Top-Universitäten pro Einwohner,Nein,15.66850668,66.55062241,2023,Median_der_5_Vergleichsregionen,49.66968835,FALSE
B.2,Anteil neue MINT Doktoratsabsolventen im Verhältnis zur Population aller 25- bis 34-Jährigen,Nein,37.42760779,100,2021,Zuerich,100,TRUE
B.2,Anteil neue MINT Doktoratsabsolventen im Verhältnis zur Population aller 25- bis 34-Jährigen,Nein,37.42760779,100,2021,Median_aller_Regionen,37.42760779,FALSE
B.2,Anteil neue MINT Doktoratsabsolventen im Verhältnis zur Population aller 25- bis 34-Jährigen,Nein,37.42760779,100,2021,Muenchen,44.35519387,FALSE
B.2,Anteil neue MINT Doktoratsabsolventen im Verhältnis zur Population aller 25- bis 34-Jährigen,Nein,37.42760779,100,2021,Dublin,65.23776245,FALSE
B.2,Anteil neue MINT Doktoratsabsolventen im Verhältnis zur Population aller 25- bis 34-Jährigen,Nein,37.42760779,100,2021,Amsterdam,37.42760779,FALSE
B.2,Anteil neue MINT Doktoratsabsolventen im Verhältnis zur Population aller 25- bis 34-Jährigen,Nein,37.42760779,100,2021,London,100,FALSE
B.2,Anteil neue MINT Doktoratsabsolventen im Verhältnis zur Population aller 25- bis 34-Jährigen,Nein,37.42760779,100,2021,Stockholm,65.23776245,FALSE
B.2,Anteil neue MINT Doktoratsabsolventen im Verhältnis zur Population aller 25- bis 34-Jährigen,Nein,37.42760779,100,2021,Median_der_5_Vergleichsregionen,65.23776245,FALSE
B.3,Anteil Top Int. Wissenschaftliche Publikationen an allen Publikationen,Ja,49.66968835,94.71440896,2021,Zuerich,100,TRUE
B.3,Anteil Top Int. Wissenschaftliche Publikationen an allen Publikationen,Ja,49.66968835,94.71440896,2021,Median_aller_Regionen,53.70836976,FALSE
B.3,Anteil Top Int. Wissenschaftliche Publikationen an allen Publikationen,Ja,49.66968835,94.71440896,2021,Muenchen,49.66968835,FALSE
B.3,Anteil Top Int. Wissenschaftliche Publikationen an allen Publikationen,Ja,49.66968835,94.71440896,2021,Dublin,63.33339047,FALSE
B.3,Anteil Top Int. Wissenschaftliche Publikationen an allen Publikationen,Ja,49.66968835,94.71440896,2021,Amsterdam,94.12534353,FALSE
B.3,Anteil Top Int. Wissenschaftliche Publikationen an allen Publikationen,Ja,49.66968835,94.71440896,2021,London,94.71440896,FALSE
B.3,Anteil Top Int. Wissenschaftliche Publikationen an allen Publikationen,Ja,49.66968835,94.71440896,2021,Stockholm,82.15034595,FALSE
B.3,Anteil Top Int. Wissenschaftliche Publikationen an allen Publikationen,Ja,49.66968835,94.71440896,2021,Median_der_5_Vergleichsregionen,82.15034595,FALSE
B.4,Wissenschaftliche Co-Publikationen im Verhältnis zur Gesamtbevölkerung,Ja,46.99606006,66.55062241,2021,Zuerich,54.97050287,TRUE
B.4,Wissenschaftliche Co-Publikationen im Verhältnis zur Gesamtbevölkerung,Ja,46.99606006,66.55062241,2021,Median_aller_Regionen,30.42173567,FALSE
B.4,Wissenschaftliche Co-Publikationen im Verhältnis zur Gesamtbevölkerung,Ja,46.99606006,66.55062241,2021,Muenchen,66.55062241,FALSE
B.4,Wissenschaftliche Co-Publikationen im Verhältnis zur Gesamtbevölkerung,Ja,46.99606006,66.55062241,2021,Dublin,46.99606006,FALSE
B.4,Wissenschaftliche Co-Publikationen im Verhältnis zur Gesamtbevölkerung,Ja,46.99606006,66.55062241,2021,Amsterdam,53.76468308,FALSE
B.4,Wissenschaftliche Co-Publikationen im Verhältnis zur Gesamtbevölkerung,Ja,46.99606006,66.55062241,2021,London,54.97050287,FALSE
B.4,Wissenschaftliche Co-Publikationen im Verhältnis zur Gesamtbevölkerung,Ja,46.99606006,66.55062241,2021,Stockholm,54.97050287,FALSE
B.4,Wissenschaftliche Co-Publikationen im Verhältnis zur Gesamtbevölkerung,Ja,46.99606006,66.55062241,2021,Median_der_5_Vergleichsregionen,53.76468308,FALSE
B.5,Anteil Bevölkerung mit Tertiärabschluss,Ja,54.79862989,91.09730849,2021,Zuerich,90.0621118,TRUE
B.5,Anteil Bevölkerung mit Tertiärabschluss,Ja,54.79862989,91.09730849,2021,Median_aller_Regionen,17.39130435,FALSE
B.5,Anteil Bevölkerung mit Tertiärabschluss,Ja,54.79862989,91.09730849,2021,Muenchen,54.79862989,FALSE
B.5,Anteil Bevölkerung mit Tertiärabschluss,Ja,54.79862989,91.09730849,2021,Dublin,91.09730849,FALSE
B.5,Anteil Bevölkerung mit Tertiärabschluss,Ja,54.79862989,91.09730849,2021,Amsterdam,76.19047619,FALSE
B.5,Anteil Bevölkerung mit Tertiärabschluss,Ja,54.79862989,91.09730849,2021,London,71.22153209,FALSE
B.5,Anteil Bevölkerung mit Tertiärabschluss,Ja,54.79862989,91.09730849,2021,Stockholm,90.68322981,FALSE
B.5,Anteil Bevölkerung mit Tertiärabschluss,Ja,54.79862989,91.09730849,2021,Median_der_5_Vergleichsregionen,83.436853,FALSE
B.6,MINT Abschlüsse pro Einwohner,Nein,26.8907563,100,2020,Zuerich,49.29971989,TRUE
B.6,MINT Abschlüsse pro Einwohner,Nein,26.8907563,100,2020,Median_aller_Regionen,36.41456583,FALSE
B.6,MINT Abschlüsse pro Einwohner,Nein,26.8907563,100,2020,Muenchen,50.70028011,FALSE
B.6,MINT Abschlüsse pro Einwohner,Nein,26.8907563,100,2020,Dublin,100,FALSE
B.6,MINT Abschlüsse pro Einwohner,Nein,26.8907563,100,2020,Amsterdam,26.8907563,FALSE
B.6,MINT Abschlüsse pro Einwohner,Nein,26.8907563,100,2020,London,61.62464986,FALSE
B.6,MINT Abschlüsse pro Einwohner,Nein,26.8907563,100,2020,Stockholm,36.41456583,FALSE
B.6,MINT Abschlüsse pro Einwohner,Nein,26.8907563,100,2020,Median_der_5_Vergleichsregionen,50.70028011,FALSE
B.7,Jugendarbeitslosigkeit,Ja,62.55060729,95.1417004,2022,Zuerich,90.48582996,TRUE
B.7,Jugendarbeitslosigkeit,Ja,62.55060729,95.1417004,2022,Median_aller_Regionen,71.15384615,FALSE
B.7,Jugendarbeitslosigkeit,Ja,62.55060729,95.1417004,2022,Muenchen,95.1417004,FALSE
B.7,Jugendarbeitslosigkeit,Ja,62.55060729,95.1417004,2022,Dublin,85.22267206,FALSE
B.7,Jugendarbeitslosigkeit,Ja,62.55060729,95.1417004,2022,Amsterdam,89.06882591,FALSE
B.7,Jugendarbeitslosigkeit,Ja,62.55060729,95.1417004,2022,London,77.32793522,FALSE
B.7,Jugendarbeitslosigkeit,Ja,62.55060729,95.1417004,2022,Stockholm,62.55060729,FALSE
B.7,Jugendarbeitslosigkeit,Ja,62.55060729,95.1417004,2022,Median_der_5_Vergleichsregionen,85.22267206,FALSE
B.8,Berufsweltmeisterschaft,Nein,18.01801802,58.10810811,2022,Zuerich,86.03603604,TRUE
B.8,Berufsweltmeisterschaft,Nein,18.01801802,58.10810811,2022,Median_aller_Regionen,25.67567568,FALSE
B.8,Berufsweltmeisterschaft,Nein,18.01801802,58.10810811,2022,Muenchen,58.10810811,FALSE
B.8,Berufsweltmeisterschaft,Nein,18.01801802,58.10810811,2022,Dublin,37.38738739,FALSE
B.8,Berufsweltmeisterschaft,Nein,18.01801802,58.10810811,2022,Amsterdam,22.52252252,FALSE
B.8,Berufsweltmeisterschaft,Nein,18.01801802,58.10810811,2022,London,NA,FALSE
B.8,Berufsweltmeisterschaft,Nein,18.01801802,58.10810811,2022,Stockholm,18.01801802,FALSE
B.8,Berufsweltmeisterschaft,Nein,18.01801802,58.10810811,2022,Median_der_5_Vergleichsregionen,29.95495495,FALSE
F&I.1,Anteil Öffentliche F&E Ausgaben am BIP,Ja,18.65370371,73.92415495,2021,Zuerich,62.87016281,TRUE
F&I.1,Anteil Öffentliche F&E Ausgaben am BIP,Ja,18.65370371,73.92415495,2021,Median_aller_Regionen,33.85312685,FALSE
F&I.1,Anteil Öffentliche F&E Ausgaben am BIP,Ja,18.65370371,73.92415495,2021,Muenchen,73.92415495,FALSE
F&I.1,Anteil Öffentliche F&E Ausgaben am BIP,Ja,18.65370371,73.92415495,2021,Dublin,18.65370371,FALSE
F&I.1,Anteil Öffentliche F&E Ausgaben am BIP,Ja,18.65370371,73.92415495,2021,Amsterdam,48.36189009,FALSE
F&I.1,Anteil Öffentliche F&E Ausgaben am BIP,Ja,18.65370371,73.92415495,2021,London,34.54427728,FALSE
F&I.1,Anteil Öffentliche F&E Ausgaben am BIP,Ja,18.65370371,73.92415495,2021,Stockholm,66.32444338,FALSE
F&I.1,Anteil Öffentliche F&E Ausgaben am BIP,Ja,18.65370371,73.92415495,2021,Median_der_5_Vergleichsregionen,48.36189009,FALSE
F&I.2,Anteil Private F&E Ausgaben am BIP,Ja,20.45045497,100,2021,Zuerich,81.08417211,TRUE
F&I.2,Anteil Private F&E Ausgaben am BIP,Ja,20.45045497,100,2021,Median_aller_Regionen,28.34366898,FALSE
F&I.2,Anteil Private F&E Ausgaben am BIP,Ja,20.45045497,100,2021,Muenchen,100,FALSE
F&I.2,Anteil Private F&E Ausgaben am BIP,Ja,20.45045497,100,2021,Dublin,30.4961566,FALSE
F&I.2,Anteil Private F&E Ausgaben am BIP,Ja,20.45045497,100,2021,Amsterdam,43.41244925,FALSE
F&I.2,Anteil Private F&E Ausgaben am BIP,Ja,20.45045497,100,2021,London,20.45045497,FALSE
F&I.2,Anteil Private F&E Ausgaben am BIP,Ja,20.45045497,100,2021,Stockholm,97.58779224,FALSE
F&I.2,Anteil Private F&E Ausgaben am BIP,Ja,20.45045497,100,2021,Median_der_5_Vergleichsregionen,43.41244925,FALSE
F&I.3,Anteil Venture Capital Ausgaben am BIP,Nein,62.42492644,100,2022,Zuerich,72.1339606,TRUE
F&I.3,Anteil Venture Capital Ausgaben am BIP,Nein,62.42492644,100,2022,Median_aller_Regionen,63.79568475,FALSE
F&I.3,Anteil Venture Capital Ausgaben am BIP,Nein,62.42492644,100,2022,Muenchen,62.42492644,FALSE
F&I.3,Anteil Venture Capital Ausgaben am BIP,Nein,62.42492644,100,2022,Dublin,65.16644305,FALSE
F&I.3,Anteil Venture Capital Ausgaben am BIP,Nein,62.42492644,100,2022,Amsterdam,94.15304354,FALSE
F&I.3,Anteil Venture Capital Ausgaben am BIP,Nein,62.42492644,100,2022,London,100,FALSE
F&I.3,Anteil Venture Capital Ausgaben am BIP,Nein,62.42492644,100,2022,Stockholm,94.1708942,FALSE
F&I.3,Anteil Venture Capital Ausgaben am BIP,Nein,62.42492644,100,2022,Median_der_5_Vergleichsregionen,94.15304354,FALSE
F&I.4,Produktinnovationen durch KMU,Ja,39.86017071,93.02176838,2021,Zuerich,73.23085066,TRUE
F&I.4,Produktinnovationen durch KMU,Ja,39.86017071,93.02176838,2021,Median_aller_Regionen,57.39794005,FALSE
F&I.4,Produktinnovationen durch KMU,Ja,39.86017071,93.02176838,2021,Muenchen,92.47744867,FALSE
F&I.4,Produktinnovationen durch KMU,Ja,39.86017071,93.02176838,2021,Dublin,52.60448601,FALSE
F&I.4,Produktinnovationen durch KMU,Ja,39.86017071,93.02176838,2021,Amsterdam,52.93707682,FALSE
F&I.4,Produktinnovationen durch KMU,Ja,39.86017071,93.02176838,2021,London,39.86017071,FALSE
F&I.4,Produktinnovationen durch KMU,Ja,39.86017071,93.02176838,2021,Stockholm,93.02176838,FALSE
F&I.4,Produktinnovationen durch KMU,Ja,39.86017071,93.02176838,2021,Median_der_5_Vergleichsregionen,52.93707682,FALSE
F&I.5,Geschäftsprozessinnovationen durch KMU,Ja,12.72861339,81.81614823,2021,Zuerich,77.33190832,TRUE
F&I.5,Geschäftsprozessinnovationen durch KMU,Ja,12.72861339,81.81614823,2021,Median_aller_Regionen,51.98404315,FALSE
F&I.5,Geschäftsprozessinnovationen durch KMU,Ja,12.72861339,81.81614823,2021,Muenchen,81.81614823,FALSE
F&I.5,Geschäftsprozessinnovationen durch KMU,Ja,12.72861339,81.81614823,2021,Dublin,47.68000133,FALSE
F&I.5,Geschäftsprozessinnovationen durch KMU,Ja,12.72861339,81.81614823,2021,Amsterdam,51.36018492,FALSE
F&I.5,Geschäftsprozessinnovationen durch KMU,Ja,12.72861339,81.81614823,2021,London,12.72861339,FALSE
F&I.5,Geschäftsprozessinnovationen durch KMU,Ja,12.72861339,81.81614823,2021,Stockholm,71.84021607,FALSE
F&I.5,Geschäftsprozessinnovationen durch KMU,Ja,12.72861339,81.81614823,2021,Median_der_5_Vergleichsregionen,51.36018492,FALSE
F&I.6,KMU mit Kooperationsaktivitäten im Bereich Innovation,Ja,50.82988257,72.39509512,2021,Zuerich,37.46776968,TRUE
F&I.6,KMU mit Kooperationsaktivitäten im Bereich Innovation,Ja,50.82988257,72.39509512,2021,Median_aller_Regionen,43.3643362,FALSE
F&I.6,KMU mit Kooperationsaktivitäten im Bereich Innovation,Ja,50.82988257,72.39509512,2021,Muenchen,65.98361542,FALSE
F&I.6,KMU mit Kooperationsaktivitäten im Bereich Innovation,Ja,50.82988257,72.39509512,2021,Dublin,72.39509512,FALSE
F&I.6,KMU mit Kooperationsaktivitäten im Bereich Innovation,Ja,50.82988257,72.39509512,2021,Amsterdam,50.82988257,FALSE
F&I.6,KMU mit Kooperationsaktivitäten im Bereich Innovation,Ja,50.82988257,72.39509512,2021,London,70.27831559,FALSE
F&I.6,KMU mit Kooperationsaktivitäten im Bereich Innovation,Ja,50.82988257,72.39509512,2021,Stockholm,57.18083874,FALSE
F&I.6,KMU mit Kooperationsaktivitäten im Bereich Innovation,Ja,50.82988257,72.39509512,2021,Median_der_5_Vergleichsregionen,65.98361542,FALSE
F&I.7,Patentanmeldungen im Verhältnis zum BIP,Ja,40.07875738,100,2021,Zuerich,87.43329157,TRUE
F&I.7,Patentanmeldungen im Verhältnis zum BIP,Ja,40.07875738,100,2021,Median_aller_Regionen,42.28701365,FALSE
F&I.7,Patentanmeldungen im Verhältnis zum BIP,Ja,40.07875738,100,2021,Muenchen,100,FALSE
F&I.7,Patentanmeldungen im Verhältnis zum BIP,Ja,40.07875738,100,2021,Dublin,40.07875738,FALSE
F&I.7,Patentanmeldungen im Verhältnis zum BIP,Ja,40.07875738,100,2021,Amsterdam,45.15555909,FALSE
F&I.7,Patentanmeldungen im Verhältnis zum BIP,Ja,40.07875738,100,2021,London,46.74926911,FALSE
F&I.7,Patentanmeldungen im Verhältnis zum BIP,Ja,40.07875738,100,2021,Stockholm,100,FALSE
F&I.7,Patentanmeldungen im Verhältnis zum BIP,Ja,40.07875738,100,2021,Median_der_5_Vergleichsregionen,46.74926911,FALSE
F&I.8,Trademark Anmeldungen im Verhältnis zum BIP,Ja,41.13314114,95.64629052,2021,Zuerich,56.96142457,TRUE
F&I.8,Trademark Anmeldungen im Verhältnis zum BIP,Ja,41.13314114,95.64629052,2021,Median_aller_Regionen,32.05487243,FALSE
F&I.8,Trademark Anmeldungen im Verhältnis zum BIP,Ja,41.13314114,95.64629052,2021,Muenchen,75.31172168,FALSE
F&I.8,Trademark Anmeldungen im Verhältnis zum BIP,Ja,41.13314114,95.64629052,2021,Dublin,41.13314114,FALSE
F&I.8,Trademark Anmeldungen im Verhältnis zum BIP,Ja,41.13314114,95.64629052,2021,Amsterdam,72.13429821,FALSE
F&I.8,Trademark Anmeldungen im Verhältnis zum BIP,Ja,41.13314114,95.64629052,2021,London,63.81047636,FALSE
F&I.8,Trademark Anmeldungen im Verhältnis zum BIP,Ja,41.13314114,95.64629052,2021,Stockholm,95.64629052,FALSE
F&I.8,Trademark Anmeldungen im Verhältnis zum BIP,Ja,41.13314114,95.64629052,2021,Median_der_5_Vergleichsregionen,72.13429821,FALSE
F&I.9,Designeintragungen im Verhältnis zum BIP,Ja,43.78026539,79.99119552,2021,Zuerich,27.57310861,TRUE
F&I.9,Designeintragungen im Verhältnis zum BIP,Ja,43.78026539,79.99119552,2021,Median_aller_Regionen,40.96849255,FALSE
F&I.9,Designeintragungen im Verhältnis zum BIP,Ja,43.78026539,79.99119552,2021,Muenchen,79.99119552,FALSE
F&I.9,Designeintragungen im Verhältnis zum BIP,Ja,43.78026539,79.99119552,2021,Dublin,43.78026539,FALSE
F&I.9,Designeintragungen im Verhältnis zum BIP,Ja,43.78026539,79.99119552,2021,Amsterdam,48.90447142,FALSE
F&I.9,Designeintragungen im Verhältnis zum BIP,Ja,43.78026539,79.99119552,2021,London,54.17206465,FALSE
F&I.9,Designeintragungen im Verhältnis zum BIP,Ja,43.78026539,79.99119552,2021,Stockholm,56.45368216,FALSE
F&I.9,Designeintragungen im Verhältnis zum BIP,Ja,43.78026539,79.99119552,2021,Median_der_5_Vergleichsregionen,54.17206465,FALSE
S&R.1,Rechtsstaatlichkeit,Nein,75.09543605,90.49737258,2022,Zuerich,100,TRUE
S&R.1,Rechtsstaatlichkeit,Nein,75.09543605,90.49737258,2022,Median_aller_Regionen,67.59,FALSE
S&R.1,Rechtsstaatlichkeit,Nein,75.09543605,90.49737258,2022,Muenchen,75.49,FALSE
S&R.1,Rechtsstaatlichkeit,Nein,75.09543605,90.49737258,2022,Dublin,75.1,FALSE
S&R.1,Rechtsstaatlichkeit,Nein,75.09543605,90.49737258,2022,Amsterdam,90.5,FALSE
S&R.1,Rechtsstaatlichkeit,Nein,75.09543605,90.49737258,2022,London,75.41,FALSE
S&R.1,Rechtsstaatlichkeit,Nein,75.09543605,90.49737258,2022,Stockholm,79.87,FALSE
S&R.1,Rechtsstaatlichkeit,Nein,75.09543605,90.49737258,2022,Median_der_5_Vergleichsregionen,75.49,FALSE
S&R.2,Arbeitsmarktregulierung,Nein,30.30294961,82.62321165,2022,Zuerich,52.76,TRUE
S&R.2,Arbeitsmarktregulierung,Nein,30.30294961,82.62321165,2022,Median_aller_Regionen,45.6,FALSE
S&R.2,Arbeitsmarktregulierung,Nein,30.30294961,82.62321165,2022,Muenchen,65.93,FALSE
S&R.2,Arbeitsmarktregulierung,Nein,30.30294961,82.62321165,2022,Dublin,75.01,FALSE
S&R.2,Arbeitsmarktregulierung,Nein,30.30294961,82.62321165,2022,Amsterdam,67.95,FALSE
S&R.2,Arbeitsmarktregulierung,Nein,30.30294961,82.62321165,2022,London,82.62,FALSE
S&R.2,Arbeitsmarktregulierung,Nein,30.30294961,82.62321165,2022,Stockholm,30.3,FALSE
S&R.2,Arbeitsmarktregulierung,Nein,30.30294961,82.62321165,2022,Median_der_5_Vergleichsregionen,67.95,FALSE
S&R.3,Unternehmensregulierung,Nein,62.81218091,73.82612364,2022,Zuerich,80.21,TRUE
S&R.3,Unternehmensregulierung,Nein,62.81218091,73.82612364,2022,Median_aller_Regionen,58.3,FALSE
S&R.3,Unternehmensregulierung,Nein,62.81218091,73.82612364,2022,Muenchen,65.59,FALSE
S&R.3,Unternehmensregulierung,Nein,62.81218091,73.82612364,2022,Dublin,65.43,FALSE
S&R.3,Unternehmensregulierung,Nein,62.81218091,73.82612364,2022,Amsterdam,62.81,FALSE
S&R.3,Unternehmensregulierung,Nein,62.81218091,73.82612364,2022,London,73.83,FALSE
S&R.3,Unternehmensregulierung,Nein,62.81218091,73.82612364,2022,Stockholm,67.16,FALSE
S&R.3,Unternehmensregulierung,Nein,62.81218091,73.82612364,2022,Median_der_5_Vergleichsregionen,65.59,FALSE
S&R.4,Produktmarktregulierung,Nein,0,39.35030491,2018,Zuerich,48.89,TRUE
S&R.4,Produktmarktregulierung,Nein,0,39.35030491,2018,Median_aller_Regionen,40.12,FALSE
S&R.4,Produktmarktregulierung,Nein,0,39.35030491,2018,Muenchen,19.61,FALSE
S&R.4,Produktmarktregulierung,Nein,0,39.35030491,2018,Dublin,39.35,FALSE
S&R.4,Produktmarktregulierung,Nein,0,39.35030491,2018,Amsterdam,20.65,FALSE
S&R.4,Produktmarktregulierung,Nein,0,39.35030491,2018,London,0,FALSE
S&R.4,Produktmarktregulierung,Nein,0,39.35030491,2018,Stockholm,21.75,FALSE
S&R.4,Produktmarktregulierung,Nein,0,39.35030491,2018,Median_der_5_Vergleichsregionen,20.65,FALSE
S&R.5,Zeit für Unternehmensgründung,Nein,71.23287671,91.78082192,2019,Zuerich,73.97,TRUE
S&R.5,Zeit für Unternehmensgründung,Nein,71.23287671,91.78082192,2019,Median_aller_Regionen,80.14,FALSE
S&R.5,Zeit für Unternehmensgründung,Nein,71.23287671,91.78082192,2019,Muenchen,79.45,FALSE
S&R.5,Zeit für Unternehmensgründung,Nein,71.23287671,91.78082192,2019,Dublin,71.23,FALSE
S&R.5,Zeit für Unternehmensgründung,Nein,71.23287671,91.78082192,2019,Amsterdam,91.78,FALSE
S&R.5,Zeit für Unternehmensgründung,Nein,71.23287671,91.78082192,2019,London,89.04,FALSE
S&R.5,Zeit für Unternehmensgründung,Nein,71.23287671,91.78082192,2019,Stockholm,80.82,FALSE
